LEM,POL
pirarás,negative
piraras,negative
pirarde,negative
pirardes,negative
pirare,negative
pirarei,negative
pirárei,negative
pirareis,negative
piráreis,negative
pirarem,negative
piraremos,negative
pirares,negative
piraria,negative
pirariam,negative
piraríamos,negative
pirarias,negative
piraríeis,negative
pirarmo,negative
pirarmos,negative
piras,negative
pirasse,negative
pirásseis,negative
pirassem,negative
pirássemos,negative
pirasses,negative
piraste,negative
pirastes,negative
pirata,negative
piratas,negative
pirava,negative
piravam,negative
pirávamo,negative
pirávamos,negative
piravas,negative
pirávei,negative
piráveis,negative
pire,negative
pirei,negative
pireis,negative
pirem,negative
piremo,negative
piremos,negative
pires,negative
piro,negative
pirómana,negative
pirómanas,negative
piromania,negative
piromaníaca,negative
piromaníacas,negative
piromaníaco,negative
piromaníacos,negative
pirómano,negative
pirómanos,negative
pirosa,negative
pirosas,negative
pirosice,negative
pirosices,negative
piroso,negative
pirosos,negative
pirou,negative
pisada,negative
pisadas,negative
pisado,negative
pisados,negative
pisca,negative
piscas,negative
pisco,negative
piscos,negative
pitónica,negative
pitónicas,negative
pitónico,negative
pitónicos,negative
pitoresca,positive
pitorescas,positive
pitoresco,positive
pitorescos,positive
pitosga,negative
pitosgas,negative
plácida,positive
plácidas,positive
plácido,positive
plácidos,positive
plangência,negative
plangente,negative
plangentes,negative
platónica,neutral
platónicas,neutral
platónico,neutral
platónicos,neutral
plausíveis,positive
plausível,positive
plebeia,negative
plebeias,negative
plebeu,negative
plebeus,negative
pobre,negative
pobres,negative
pobretana,negative
pobretanas,negative
pobretão,negative
pobrete,negative
pobretes,negative
pobretões,negative
pobretona,negative
pobretonas,negative
pobreza,negative
pobrezinha,negative
pobrezinhas,negative
pobrezinho,negative
pobrezinhos,negative
poderosa,neutral
poderosas,neutral
poderoso,neutral
poderosos,neutral
podre,negative
podres,negative
poética,neutral
poéticas,neutral
poético,neutral
poéticos,neutral
poleiro,negative
poleiros,negative
polémica,negative
polémicas,negative
polémico,negative
polémicos,negative
polemista,negative
polemistas,negative
poliandra,neutral
poliandras,neutral
polida,neutral
polidas,neutral
polido,neutral
polidos,neutral
politicante,negative
politicantes,negative
politiqueira,negative
politiqueiras,negative
politiqueiro,negative
politiqueiros,negative
politiquice,negative
politiquices,negative
polivalente,positive
polivalentes,positive
poltrão,negative
poltrões,negative
poltrona,negative
poltronas,negative
polua,negative
poluais,negative
poluam,negative
poluamo,negative
poluamos,negative
poluas,negative
poluem,negative
poluí,negative
polui,negative
poluía,negative
poluíam,negative
poluíamo,negative
poluíamos,negative
poluías,negative
poluído,negative
poluíei,negative
poluíeis,negative
poluímo,negative
poluímos,negative
poluindo,negative
poluir,negative
poluirá,negative
poluíra,negative
poluíram,negative
poluíramo,negative
poluíramos,negative
poluirão,negative
poluirás,negative
poluíras,negative
poluirde,negative
poluirdes,negative
poluíre,negative
poluirei,negative
poluírei,negative
poluireis,negative
poluíreis,negative
poluírem,negative
poluiremos,negative
poluíres,negative
poluiria,negative
poluiriam,negative
poluiríamos,negative
poluirias,negative
poluiríeis,negative
poluirmo,negative
poluirmos,negative
poluís,negative
poluis,negative
poluísse,negative
poluísseis,negative
poluíssem,negative
poluíssemos,negative
poluísses,negative
poluíste,negative
poluístes,negative
poluiu,negative
poluo,negative
pomposa,neutral
pomposas,neutral
pomposo,neutral
pomposos,neutral
ponderação,positive
ponderada,positive
ponderadas,positive
ponderado,positive
ponderados,positive
ponderosa,positive
ponderosas,positive
ponderoso,positive
ponderosos,positive
pontapea,neutral
pontapeá,neutral
pontapeado,neutral
pontapeai,neutral
pontapeais,neutral
pontapeam,neutral
pontapeámo,neutral
pontapeamo,neutral
pontapeámos,neutral
pontapeamos,neutral
pontapeando,neutral
pontapear,neutral
pontapeará,neutral
pontapeara,neutral
pontapearam,neutral
pontapeáramo,neutral
pontapeáramos,neutral
pontapearão,neutral
pontapearás,neutral
pontapearas,neutral
pontapearde,neutral
pontapeardes,neutral
pontapeare,neutral
pontapearei,neutral
pontapeárei,neutral
pontapeareis,neutral
pontapeáreis,neutral
pontapearem,neutral
pontapearemos,neutral
pontapeares,neutral
pontapearia,neutral
pontapeariam,neutral
pontapearíamos,neutral
pontapearias,neutral
pontapearíeis,neutral
pontapearmo,neutral
pontapearmos,neutral
pontapeas,neutral
pontapeasse,neutral
pontapeásseis,neutral
pontapeassem,neutral
pontapeássemos,neutral
pontapeasses,neutral
pontapeaste,neutral
pontapeastes,neutral
pontapeava,neutral
pontapeavam,neutral
pontapeávamo,neutral
pontapeávamos,neutral
pontapeavas,neutral
pontapeávei,neutral
pontapeáveis,neutral
pontapee,neutral
pontapeei,neutral
pontapeeis,neutral
pontapeem,neutral
pontapeemo,neutral
pontapeemos,neutral
pontapees,neutral
pontapeo,neutral
pontapeou,neutral
pontuais,positive
pontual,positive
pontualidade,positive
pontuda,negative
pontudas,negative
pontudo,negative
pontudos,negative
popular,positive
populares,positive
popularidade,positive
populismo,negative
populista,negative
populistas,negative
porca,negative
porcalhão,negative
porcalhões,negative
porcalhona,negative
porcalhonas,negative
porcaria,negative
porcarias,negative
porcas,negative
porcina,negative
porcinas,negative
porcino,negative
porcinos,negative
porco,negative
porcos,negative
porfiada,negative
porfiadas,negative
porfiado,negative
porfiados,negative
pornografia,negative
pornográfica,negative
pornográficas,negative
pornográfico,negative
pornográficos,negative
porreira,positive
porreiras,positive
porreiro,positive
porreiros,positive
portentosa,positive
portentosas,positive
portentoso,positive
portentosos,positive
positiva,positive
positivas,positive
positividade,positive
positivo,positive
positivos,positive
possante,positive
possantes,positive
possessa,negative
possessão,negative
possessas,negative
possessiva,negative
possessivas,negative
possessividade,negative
possessivo,negative
possessivos,negative
possesso,negative
possessos,negative
possibilista,neutral
possibilistas,neutral
possidónia,negative
possidónias,negative
possidónio,negative
possidónios,negative
possuída,negative
possuídas,negative
possuído,negative
possuídos,negative
postiça,negative
postiças,negative
postiço,negative
postiços,negative
potente,positive
potentes,positive
poupada,positive
poupadas,positive
poupado,positive
poupados,positive
pragmática,positive
pragmáticas,positive
pragmático,positive
pragmáticos,positive
pragmatismo,positive
pragmatista,neutral
pragmatistas,neutral
prática,positive
práticas,positive
prático,positive
práticos,positive
prazenteira,positive
prazenteiras,positive
prazenteiro,positive
prazenteiros,positive
precariedade,negative
precatada,positive
precatadas,positive
precatado,positive
precatados,positive
precavida,positive
precavidas,positive
precavido,positive
precavidos,positive
preciosa,positive
preciosas,positive
precioso,positive
preciosos,positive
precipita,negative
precipitá,negative
precipitada,negative
precipitadas,negative
precipitado,negative
precipitados,negative
precipitai,negative
precipitais,negative
precipitam,negative
precipitámo,negative
precipitamo,negative
precipitámos,negative
precipitamos,negative
precipitando,negative
precipitar,negative
precipitará,negative
precipitara,negative
precipitaram,negative
precipitáramo,negative
precipitáramos,negative
precipitarão,negative
precipitarás,negative
precipitaras,negative
precipitarde,negative
precipitardes,negative
precipitare,negative
precipitarei,negative
precipitárei,negative
precipitareis,negative
precipitáreis,negative
precipitarem,negative
precipitaremos,negative
precipitares,negative
precipitaria,negative
precipitariam,negative
precipitaríamos,negative
precipitarias,negative
precipitaríeis,negative
precipitarmo,negative
precipitarmos,negative
precipitas,negative
precipitasse,negative
precipitásseis,negative
precipitassem,negative
precipitássemos,negative
precipitasses,negative
precipitaste,negative
precipitastes,negative
precipitava,negative
precipitavam,negative
precipitávamo,negative
precipitávamos,negative
precipitavas,negative
precipitávei,negative
precipitáveis,negative
precipite,negative
precipitei,negative
precipiteis,negative
precipitem,negative
precipitemo,negative
precipitemos,negative
precipites,negative
precipito,negative
precipitou,negative
precisada,negative
precisadas,negative
precisado,negative
precisados,negative
precisão,positive
preclara,positive
preclaras,positive
preclaro,positive
preclaros,positive
precoce,negative
precoces,negative
preconceito,negative
preconceitos,negative
preconceituosa,negative
preconceituosas,negative
preconceituoso,negative
preconceituosos,negative
predilecta,positive
predilectas,positive
predilecto,positive
predilectos,positive
predileta,positive
prediletas,positive
predileto,positive
prediletos,positive
preeminente,positive
preeminentes,positive
prefere,positive
preferem,positive
preferes,positive
preferi,positive
preferia,positive
preferiam,positive
preferíamo,positive
preferíamos,positive
preferias,positive
preferida,positive
preferidas,positive
preferido,positive
preferidos,positive
preferíei,positive
preferíeis,positive
preferimo,positive
preferimos,positive
preferindo,positive
preferir,positive
preferirá,positive
preferira,positive
preferiram,positive
preferíramo,positive
preferíramos,positive
preferirão,positive
preferirás,positive
preferiras,positive
preferirde,positive
preferirdes,positive
preferire,positive
preferirei,positive
preferírei,positive
preferireis,positive
preferíreis,positive
preferirem,positive
preferiremos,positive
preferires,positive
preferiria,positive
prefeririam,positive
preferiríamos,positive
preferirias,positive
preferiríeis,positive
preferirmo,positive
preferirmos,positive
preferis,positive
preferisse,positive
preferísseis,positive
preferissem,positive
preferíssemos,positive
preferisses,positive
preferiste,positive
preferistes,positive
preferiu,positive
prefira,positive
prefirais,positive
prefiram,positive
prefiramo,positive
prefiramos,positive
prefiras,positive
prefiro,positive
preguiça,negative
preguiçosa,negative
preguiçosas,negative
preguiçoso,negative
preguiçosos,negative
prejudica,negative
prejudicá,negative
prejudicada,negative
prejudicadas,negative
prejudicado,negative
prejudicados,negative
prejudicai,negative
prejudicais,negative
prejudicam,negative
prejudicámo,negative
prejudicamo,negative
prejudicámos,negative
prejudicamos,negative
prejudicando,negative
prejudicar,negative
prejudicará,negative
prejudicara,negative
prejudicaram,negative
prejudicáramo,negative
prejudicáramos,negative
prejudicarão,negative
prejudicarás,negative
prejudicaras,negative
prejudicarde,negative
prejudicardes,negative
prejudicare,negative
prejudicarei,negative
prejudicárei,negative
prejudicareis,negative
prejudicáreis,negative
prejudicarem,negative
prejudicaremos,negative
prejudicares,negative
prejudicaria,negative
prejudicariam,negative
prejudicaríamos,negative
prejudicarias,negative
prejudicaríeis,negative
prejudicarmo,negative
prejudicarmos,negative
prejudicas,negative
prejudicasse,negative
prejudicásseis,negative
prejudicassem,negative
prejudicássemos,negative
prejudicasses,negative
prejudicaste,negative
prejudicastes,negative
prejudicava,negative
prejudicavam,negative
prejudicávamo,negative
prejudicávamos,negative
prejudicavas,negative
prejudicávei,negative
prejudicáveis,negative
prejudiciais,negative
prejudicial,negative
prejudico,negative
prejudicou,negative
prejudique,negative
prejudiquei,negative
prejudiqueis,negative
prejudiquem,negative
prejudiquemo,negative
prejudiquemos,negative
prejudiques,negative
premeditada,negative
premeditadas,negative
premeditado,negative
premeditados,negative
premiada,positive
premiadas,positive
premiado,positive
premiados,positive
premida,neutral
premidas,neutral
premido,neutral
premidos,neutral
prendada,positive
prendadas,positive
prendado,positive
prendados,positive
preocupada,negative
preocupadas,negative
preocupado,negative
preocupados,negative
preparada,positive
preparadas,positive
preparado,positive
preparados,positive
prepotência,negative
prepotente,negative
prepotentes,negative
presa,negative
presas,negative
presbíope,negative
presbíopes,negative
presbiopia,negative
presbitismo,negative
presciente,positive
prescientes,positive
presente,positive
presentes,positive
preservada,positive
preservadas,positive
preservado,positive
preservados,positive
presidiária,negative
presidiárias,negative
presidiário,negative
presidiários,negative
preso,negative
presos,negative
pressurosa,neutral
pressurosas,neutral
pressuroso,neutral
pressurosos,neutral
presta,positive
prestabilidade,positive
prestante,positive
prestantes,positive
prestas,positive
prestativa,positive
prestativas,positive
prestativo,positive
prestativos,positive
prestáveis,positive
prestável,positive
prestigiada,positive
prestigiadas,positive
prestigiado,positive
prestigiados,positive
prestigiante,positive
prestigiantes,positive
prestígio,positive
prestigiosa,positive
prestigiosas,positive
prestigioso,positive
prestigiosos,positive
prestimosa,positive
prestimosas,positive
prestimoso,positive
prestimosos,positive
prestíssima,positive
prestíssimas,positive
prestíssimo,positive
prestíssimos,positive
presto,positive
prestos,positive
presumida,negative
presumidas,negative
presumido,negative
presumidos,negative
presumíveis,negative
presumível,negative
presunção,negative
presunçosa,negative
presunçosas,negative
presunçoso,negative
presunçosos,negative
pretensa,negative
pretensas,negative
pretensiosa,negative
pretensiosas,negative
pretensiosismo,negative
pretensioso,negative
pretensiosos,negative
pretenso,negative
pretensos,negative
prevenida,positive
prevenidas,positive
prevenido,positive
prevenidos,positive
previdente,positive
previdentes,positive
prezada,positive
prezadas,positive
prezado,positive
prezados,positive
prezáveis,positive
prezável,positive
primitiva,negative
primitivas,negative
primitivo,negative
primitivos,negative
primorosa,positive
primorosas,positive
primoroso,positive
primorosos,positive
prisão,negative
prisioneira,negative
prisioneiras,negative
prisioneiro,negative
prisioneiros,negative
prisões,negative
privilegiada,neutral
privilegiadas,neutral
privilegiado,neutral
privilegiados,neutral
proba,positive
probas,positive
problema,negative
problemas,negative
problemática,negative
problemáticas,negative
problemático,negative
problemáticos,negative
probo,positive
probos,positive
processada,negative
processadas,negative
processado,negative
processados,negative
prodigiosa,positive
prodigiosas,positive
prodigioso,positive
prodigiosos,positive
produtiva,positive
produtivas,positive
produtividade,positive
produtivo,positive
produtivos,positive
proeminente,positive
proeminentes,positive
profana,negative
profanador,negative
profanadora,negative
profanadoras,negative
profanadores,negative
profanas,negative
profano,negative
profanos,negative
professa,neutral
professas,neutral
professo,neutral
professos,neutral
proficiente,positive
proficientes,positive
profícua,positive
profícuas,positive
profícuo,positive
profícuos,positive
profissionais,positive
profissional,positive
profissionalismo,positive
profunda,neutral
profundas,neutral
profundo,neutral
profundos,neutral
profusa,negative
profusas,negative
profuso,negative
profusos,negative
progressista,positive
progressistas,positive
proibitiva,negative
proibitivas,negative
proibitivo,negative
proibitivos,negative
prolífera,positive
prolíferas,positive
prolífero,positive
prolíferos,positive
prolífica,positive
prolíficas,positive
prolífico,positive
prolíficos,positive
prolixa,negative
prolixas,negative
prolixo,negative
prolixos,negative
prometedor,positive
prometedora,positive
prometedoras,positive
prometedores,positive
promíscua,negative
promíscuas,negative
promiscuidade,negative
promíscuo,negative
promíscuos,negative
promissor,positive
promissora,positive
promissoras,positive
promissores,positive
promitente,positive
promitentes,positive
pronóstica,negative
pronósticas,negative
pronóstico,negative
pronósticos,negative
propensa,neutral
propensas,neutral
propenso,neutral
propensos,neutral
propícia,positive
propícias,positive
propício,positive
propícios,positive
proporcionais,positive
proporcional,positive
prosaica,negative
prosaicas,negative
prosaico,negative
prosaicos,negative
proscrita,negative
proscritas,negative
proscrito,negative
proscritos,negative
prosista,negative
prosistas,negative
prospera,positive
próspera,positive
prosperado,positive
prosperai,positive
prosperais,positive
prosperam,positive
prosperámo,positive
prosperamo,positive
prosperámos,positive
prosperamos,positive
prosperando,positive
prosperar,positive
prosperará,positive
prosperara,positive
prosperaram,positive
prosperáramo,positive
prosperáramos,positive
prosperarão,positive
prosperarás,positive
prosperaras,positive
prosperardes,positive
prosperarei,positive
prosperareis,positive
prosperáreis,positive
prosperarem,positive
prosperaremos,positive
prosperares,positive
prosperaria,positive
prosperariam,positive
prosperaríamos,positive
prosperarias,positive
prosperaríeis,positive
prosperarmo,positive
prosperarmos,positive
prosperas,positive
prósperas,positive
prosperasse,positive
prosperásseis,positive
prosperassem,positive
prosperássemos,positive
prosperasses,positive
prosperaste,positive
prosperastes,positive
prosperava,positive
prosperavam,positive
prosperávamo,positive
prosperávamos,positive
prosperavas,positive
prosperáveis,positive
prospere,positive
prosperei,positive
prospereis,positive
prosperem,positive
prosperemo,positive
prosperemos,positive
prosperes,positive
prosperidade,positive
prospero,positive
próspero,positive
prósperos,positive
prosperou,positive
prostitua,negative
prostituais,negative
prostituam,negative
prostituamo,negative
prostituamos,negative
prostituas,negative
prostituem,negative
prostituí,negative
prostitui,negative
prostituía,negative
prostituíam,negative
prostituíamo,negative
prostituíamos,negative
prostituías,negative
prostituída,negative
prostituídas,negative
prostituído,negative
prostituídos,negative
prostituíei,negative
prostituíeis,negative
prostituímo,negative
prostituímos,negative
prostituindo,negative
prostituir,negative
prostituirá,negative
prostituíra,negative
prostituíram,negative
prostituíramo,negative
prostituíramos,negative
prostituirão,negative
prostituirás,negative
prostituíras,negative
prostituirde,negative
prostituirdes,negative
prostituíre,negative
prostituirei,negative
prostituírei,negative
prostituireis,negative
prostituíreis,negative
prostituírem,negative
prostituiremos,negative
prostituíres,negative
prostituiria,negative
prostituiriam,negative
prostituiríamos,negative
prostituirias,negative
prostituiríeis,negative
prostituirmo,negative
prostituirmos,negative
prostituís,negative
prostituis,negative
prostituísse,negative
prostituísseis,negative
prostituíssem,negative
prostituíssemos,negative
prostituísses,negative
prostituíste,negative
prostituístes,negative
prostituiu,negative
prostituo,negative
prostituta,negative
prostitutas,negative
prostituto,negative
prostitutos,negative
prostrada,negative
prostradas,negative
prostrado,negative
prostrados,negative
protector,positive
protectora,positive
protectoras,positive
protectores,positive
proterva,negative
protervas,negative
protervo,negative
protervos,negative
protestação,negative
protestante,neutral
protestantes,neutral
protestativa,neutral
protestativas,neutral
protestativo,neutral
protestativos,neutral
protesto,negative
protestos,negative
protetor,positive
protetora,positive
protetoras,positive
protetores,positive
provecta,neutral
provectas,neutral
provecto,neutral
provectos,neutral
proveitosa,positive
proveitosas,positive
proveitoso,positive
proveitosos,positive
providência,positive
providenciais,positive
providencial,positive
providente,positive
providentes,positive
provinciana,negative
provincianas,negative
provincianismo,negative
provinciano,negative
provincianos,negative
provoca,neutral
provocá,neutral
provocação,negative
provocações,negative
provocado,neutral
provocador,negative
provocadora,negative
provocadoras,negative
provocadores,negative
provocai,neutral
provocais,neutral
provocam,neutral
provocámo,neutral
provocamo,neutral
provocámos,neutral
provocamos,neutral
provocando,neutral
provocante,negative
provocantes,negative
provocar,neutral
provocará,neutral
provocara,neutral
provocaram,neutral
provocáramo,neutral
provocáramos,neutral
provocarão,neutral
provocarás,neutral
provocaras,neutral
provocarde,neutral
provocardes,neutral
provocare,neutral
provocarei,neutral
provocárei,neutral
provocareis,neutral
provocáreis,neutral
provocarem,neutral
provocaremos,neutral
provocares,neutral
provocaria,neutral
provocariam,neutral
provocaríamos,neutral
provocarias,neutral
provocaríeis,neutral
provocarmo,neutral
provocarmos,neutral
provocas,neutral
provocasse,neutral
provocásseis,neutral
provocassem,neutral
provocássemos,neutral
provocasses,neutral
provocaste,neutral
provocastes,neutral
provocativa,negative
provocativas,negative
provocativo,negative
provocativos,negative
provocatória,negative
provocatórias,negative
provocatório,negative
provocatórios,negative
provocava,neutral
provocavam,neutral
provocávamo,neutral
provocávamos,neutral
provocavas,neutral
provocávei,neutral
provocáveis,negative
provocável,negative
provoco,neutral
provocou,neutral
provoque,neutral
provoquei,neutral
provoqueis,neutral
provoquem,neutral
provoquemo,neutral
provoquemos,neutral
provoques,neutral
prudência,positive
prudente,positive
prudentes,positive
pseudo-intelectuais,negative
pseudo-intelectual,negative
psicopata,negative
psicopatas,negative
psicopatia,negative
psicose,negative
psicótica,negative
psicóticas,negative
psicótico,negative
psicóticos,negative
pudenda,neutral
pudendas,neutral
pudendo,neutral
pudendos,neutral
pudibunda,neutral
pudibundas,neutral
pudibundo,neutral
pudibundos,neutral
pudica,neutral
pudicas,neutral
pudico,neutral
pudicos,neutral
pueril,negative
pueris,negative
pugnaz,neutral
pugnazes,neutral
pujante,positive
pujantes,positive
pulcra,positive
pulcras,positive
pulcro,positive
pulcros,positive
pulha,negative
pulhas,negative
pulhice,negative
pulverizada,negative
pulverizadas,negative
pulverizado,negative
pulverizados,negative
puna,neutral
punais,neutral
punam,neutral
punamo,neutral
punamos,neutral
punas,neutral
pundonorosa,positive
pundonorosas,positive
pundonoroso,positive
pundonorosos,positive
pune,neutral
punem,neutral
punes,neutral
pungente,neutral
pungentes,neutral
puni,neutral
punia,neutral
puniam,neutral
puníamo,neutral
puníamos,neutral
punias,neutral
punida,negative
punidas,negative
punido,negative
punidos,negative
puníei,neutral
puníeis,neutral
punimo,neutral
punimos,neutral
punindo,neutral
punir,neutral
punirá,neutral
punira,neutral
puniram,neutral
puníramo,neutral
puníramos,neutral
punirão,neutral
punirás,neutral
puniras,neutral
punirde,neutral
punirdes,neutral
punire,neutral
punirei,neutral
punírei,neutral
punireis,neutral
puníreis,neutral
punirem,neutral
puniremos,neutral
punires,neutral
puniria,neutral
puniriam,neutral
puniríamos,neutral
punirias,neutral
puniríeis,neutral
punirmo,neutral
punirmos,neutral
punis,neutral
punisse,neutral
punísseis,neutral
punissem,neutral
puníssemos,neutral
punisses,neutral
puniste,neutral
punistes,neutral
puniu,neutral
puno,neutral
pura,positive
puras,positive
pureza,positive
purificada,positive
purificadas,positive
purificado,positive
purificados,positive
purista,neutral
puristas,neutral
puritana,negative
puritanas,negative
puritano,negative
puritanos,negative
puro,positive
puros,positive
púrria,negative
púrrias,negative
púrrio,negative
púrrios,negative
pusilânime,negative
pusilânimes,negative
puta,negative
putas,negative
puto,negative
putos,negative
putrefata,negative
putrefatas,negative
putrefato,negative
putrefatos,negative
pútrida,negative
pútridas,negative
pútrido,negative
pútridos,negative
puxadinha,negative
puxadinhas,negative
puxadinho,negative
puxadinhos,negative
quadrada,negative
quadradas,negative
quadrado,negative
quadrados,negative
quadrúpede,negative
quadrúpedes,negative
qualificada,positive
qualificadas,positive
qualificado,positive
qualificados,positive
quebra,negative
quebrá,negative
quebrada,negative
quebradas,negative
quebrado,negative
quebrados,negative
quebrai,negative
quebrais,negative
quebram,negative
quebrámo,negative
quebramo,negative
quebrámos,negative
quebramos,negative
quebrando,negative
quebranta,negative
quebrantá,negative
quebrantada,negative
quebrantadas,negative
quebrantado,negative
quebrantados,negative
quebrantai,negative
quebrantais,negative
quebrantam,negative
quebrantámo,negative
quebrantamo,negative
quebrantámos,negative
quebrantamos,negative
quebrantando,negative
quebrantar,negative
quebrantará,negative
quebrantara,negative
quebrantaram,negative
quebrantáramo,negative
quebrantáramos,negative
quebrantarão,negative
quebrantarás,negative
quebrantaras,negative
quebrantarde,negative
quebrantardes,negative
quebrantare,negative
quebrantarei,negative
quebrantárei,negative
quebrantareis,negative
quebrantáreis,negative
quebrantarem,negative
quebrantaremos,negative
quebrantares,negative
quebrantaria,negative
quebrantariam,negative
quebrantaríamos,negative
quebrantarias,negative
quebrantaríeis,negative
quebrantarmo,negative
quebrantarmos,negative
quebrantas,negative
quebrantasse,negative
quebrantásseis,negative
quebrantassem,negative
quebrantássemos,negative
quebrantasses,negative
quebrantaste,negative
quebrantastes,negative
quebrantava,negative
quebrantavam,negative
quebrantávamo,negative
quebrantávamos,negative
quebrantavas,negative
quebrantávei,negative
quebrantáveis,negative
quebrante,negative
quebrantei,negative
quebranteis,negative
quebrantem,negative
quebrantemo,negative
quebrantemos,negative
quebrantes,negative
quebranto,negative
quebrantou,negative
quebrar,negative
quebrará,negative
quebrara,negative
quebraram,negative
quebráramo,negative
quebráramos,negative
quebrarão,negative
quebrarás,negative
quebraras,negative
quebrarde,negative
quebrardes,negative
quebrare,negative
quebrarei,negative
quebrárei,negative
quebrareis,negative
quebráreis,negative
quebrarem,negative
quebraremos,negative
quebrares,negative
quebraria,negative
quebrariam,negative
quebraríamos,negative
quebrarias,negative
quebraríeis,negative
quebrarmo,negative
quebrarmos,negative
quebras,negative
quebrasse,negative
quebrásseis,negative
quebrassem,negative
quebrássemos,negative
quebrasses,negative
quebraste,negative
quebrastes,negative
quebrava,negative
quebravam,negative
quebrávamo,negative
quebrávamos,negative
quebravas,negative
quebrávei,negative
quebráveis,negative
quebre,negative
quebrei,negative
quebreis,negative
quebrem,negative
quebremo,negative
quebremos,negative
quebres,negative
quebro,negative
quebrou,negative
queima,negative
queimá,negative
queimada,negative
queimadas,negative
queimado,negative
queimados,negative
queimai,negative
queimais,negative
queimam,negative
queimámo,negative
queimamo,negative
queimámos,negative
queimamos,negative
queimando,negative
queimar,negative
queimará,negative
queimara,negative
queimaram,negative
queimáramo,negative
queimáramos,negative
queimarão,negative
queimarás,negative
queimaras,negative
queimarde,negative
queimardes,negative
queimare,negative
queimarei,negative
queimárei,negative
queimareis,negative
queimáreis,negative
queimarem,negative
queimaremos,negative
queimares,negative
queimaria,negative
queimariam,negative
queimaríamos,negative
queimarias,negative
queimaríeis,negative
queimarmo,negative
queimarmos,negative
queimas,negative
queimasse,negative
queimásseis,negative
queimassem,negative
queimássemos,negative
queimasses,negative
queimaste,negative
queimastes,negative
queimava,negative
queimavam,negative
queimávamo,negative
queimávamos,negative
queimavas,negative
queimávei,negative
queimáveis,negative
queime,negative
queimei,negative
queimeis,negative
queimem,negative
queimemo,negative
queimemos,negative
queimes,negative
queimo,negative
queimou,negative
queixinhas,negative
queixosa,negative
queixosas,negative
queixoso,negative
queixosos,negative
queixuda,negative
queixudas,negative
queixudo,negative
queixudos,negative
quente,neutral
quentes,neutral
queque,negative
queques,negative
querida,positive
queridas,positive
querido,positive
queridos,positive
querubínica,positive
querubínicas,positive
querubínico,positive
querubínicos,positive
questionáveis,negative
questionável,negative
quezilenta,negative
quezilentas,negative
quezilento,negative
quezilentos,negative
quezília,negative
quezílias,negative
quieta,neutral
quietas,neutral
quieto,neutral
quietos,neutral
quista,positive
quistas,positive
quisto,positive
quistos,positive
quixotesca,negative
quixotescas,negative
quixotesco,negative
quixotescos,negative
rabelaisiana,negative
rabelaisianas,negative
rabelaisiano,negative
rabelaisianos,negative
rabeta,negative
rabetas,negative
rabicha,negative
rabichas,negative
rabicho,negative
rabichos,negative
rabiga,neutral
rabigas,neutral
rabigo,neutral
rabigos,neutral
rabina,negative
rabinas,negative
rabino,negative
rabinos,negative
rabuda,negative
rabudas,negative
rabudo,negative
rabudos,negative
rabugenta,negative
rabugentas,negative
rabugento,negative
rabugentos,negative
rabugice,negative
rabulista,negative
rabulistas,negative
racionais,positive
racional,positive
racionalista,neutral
racionalistas,neutral
racista,negative
racistas,negative
radiante,positive
radiantes,positive
radicais,neutral
radical,neutral
radicalista,negative
radicalistas,negative
radiosa,positive
radiosas,positive
radioso,positive
radiosos,positive
raiva,negative
raiventa,negative
raiventas,negative
raivento,negative
raiventos,negative
raivosa,negative
raivosas,negative
raivoso,negative
raivosos,negative
ralada,negative
raladas,negative
ralado,negative
ralador,negative
raladora,negative
raladoras,negative
raladores,negative
ralados,negative
ralha,negative
ralhado,negative
ralhai,negative
ralhais,negative
ralham,negative
ralhámo,negative
ralhamo,negative
ralhámos,negative
ralhamos,negative
ralhando,negative
ralhão,negative
ralhar,negative
ralhará,negative
ralhara,negative
ralharam,negative
ralháramo,negative
ralháramos,negative
ralharão,negative
ralharás,negative
ralharas,negative
ralhardes,negative
ralharei,negative
ralhareis,negative
ralháreis,negative
ralharem,negative
ralharemos,negative
ralhares,negative
ralharia,negative
ralhariam,negative
ralharíamos,negative
ralharias,negative
ralharíeis,negative
ralharmo,negative
ralharmos,negative
ralhas,negative
ralhasse,negative
ralhásseis,negative
ralhassem,negative
ralhássemos,negative
ralhasses,negative
ralhaste,negative
ralhastes,negative
ralhava,negative
ralhavam,negative
ralhávamo,negative
ralhávamos,negative
ralhavas,negative
ralháveis,negative
ralhe,negative
ralhei,negative
ralheis,negative
ralhem,negative
ralhemo,negative
ralhemos,negative
ralhes,negative
ralheta,negative
ralhetas,negative
ralho,negative
ralhões,negative
ralhona,negative
ralhonas,negative
ralhou,negative
ramelosa,negative
ramelosas,negative
rameloso,negative
ramelosos,negative
rancor,negative
rancores,negative
rancorosa,negative
rancorosas,negative
rancoroso,negative
rancorosos,negative
rançosa,negative
rançosas,negative
rançoso,negative
rançosos,negative
ranheta,negative
ranhetas,negative
ranhosa,negative
ranhosas,negative
ranhosice,negative
ranhoso,negative
ranhosos,negative
ranzinza,negative
ranzinzas,negative
rápida,positive
rápidas,positive
rápido,positive
rápidos,positive
rapioqueira,negative
rapioqueiras,negative
rapioqueiro,negative
rapioqueiros,negative
raposeira,negative
raposeiras,negative
raposeiro,negative
raposeiros,negative
raposina,negative
raposinas,negative
raposino,negative
raposinos,negative
raquítica,negative
raquíticas,negative
raquítico,negative
